Title|Price|Address|Bathroom|Room|Furnished|Pet Allowed
_⭐⭐⭐⭐_DON'T WASTE MONEY_$1000 BUY CONDO - RENT TO OWN - BUY HOME|$999.00|Cérès, Québec, Canada|1|5 1/2|Non|Non

3 ½ Rénové à neuf et Meublé|$1300.00|3400 Avenue Linton, Montréal, QC H3S 1T2, Canada|1|2 1/2|Unknown|Non

RARE : 5 1/2 près de tout, refait à neuf, dispo immédiatement|$1300.00|4824 Rue la Fontaine, Montréal, QC H1V 1R4, Canada|1|5 1/2|Non|Non

LACHINE 3 1/2.$685.1ER DEC. 10 MINS DU CENTREVILLE & AEROPORT|$685.00|704 7E AVENUE, LACHINE H8S3A3 QC|1|3 1/2|Non|Non

STYLE CONDO A AIRE OUVERTE, COUR PRIVÉE, NDG|$1900.00|960 Av Girouard, Montréal, QC H4A 3C1, Canada|1|6 1/2|Non|Non

Villeray, 8 1/2 avec garage, driveway, métro Jarry|$1825.00|7839 Rue Saint Gérard, Montréal, QC H2R 2K5, Canada|1|6 1/2|Non|Non

2 chambres fermées - 3 1/2 Métro Honoré Beaugrand 630$|$630.00|, Montréal H1L2T1 QC, Canada|1|3 1/2|Oui|Oui

beau condo 3 1/2 a louer|$1095.00|, montreal h1y 3c9 QC, Canada|1|3 1/2|Non|Non

Beautiful 4 1/2 apartment in Verdun|$950.00|317-3 ave Verdun, Canada|1|4 1/2|Non|Non

Monkland Village - 1 Month FREE - New, Spacious, Suites|$1825.00|5999 Monkland Avenue, Montreal, QC, H4A 1H1|1|4 1/2|Non|Unknown

Monkland Village - 1 Month FREE - New, Spacious, Suites|$1425.00|5999 Monkland Avenue, Montreal, QC, H4A 1H1|1|2 1/2|Non|Unknown

Recherché :Recherche 4 1/2 ou 2 chambres en coloc au plateau (DECEMBRE)|$1200.00|, Montréal H2H1A2 QC, Canada|1|4 1/2|Oui|Unknown

4.5 plateau next parc lafontaine, sunny with balcony|$990.00|1830 Rue Gauthier, Montréal, QC H2K 1A2, Canada|1|4 1/2|Non|Non

Brand New Building / Fully furnished / Heart Downtown Montreal|$1600.00|1155 Rue Guy, Montréal, QC H3H 0B1, Canada|1|1 1/2|Oui|Non

Plateau Mont-Royal.FOR RENT, A LOUER 2 CHAMBRES. TRES BEAU|$2450.00|4485 Avenue de l'hotel de Ville, Montreal, QC, H2W 2H6|2|6 1/2|Non|Unknown

3 1/2 À LOUER CHAUFFÉ|$750.00|3264 Boulevard Gouin E, Montréal-Nord, QC H1H 1A8, Canada|1|3 1/2|Non|Non

Le Président, 4 1/2, CDN, Adj.Centre Ville, Wesmount|$1575.00|Un Logement pour tous  vos besoins, Montreal, QC, H3V 1C8|2|4 1/2|Non|Oui

Condo 4-1/2 a louer -Urgent-|$1240.00|7630 Chemin de Chambly, Saint-Hubert, QC J3Y 0C4, Canada|1|4 1/2|Non|Oui

Beautiful FURNISHED PENTHOUSE with ROOFTOP great location - JAN.|$2150.00|5790 Ave Christophe-Colomb, Montreal, QC H2S 2G1, Canada|1|4 1/2|Oui|Unknown

APPARTEMENT AU RDC D'UN DUPLEX À LOUER 6 1/2 - Honoré-Beaugrand|$1300.00|, Montréal H1K2N5 QC, Canada|1|6 1/2|Non|Unknown

3.5 au centre de Lachine (32 ave)|$540.00|2770 Louis-Pare #104, Lachine, QC, H8S 1K8|1|3 1/2|Non|Unknown

Luxury 2 bedroom apartment for rent in Westmount!|$2945.00|4300 Boulevard de Maisonneuve Ouest, Westmount, QC, H3Z 1K8|2|4 1/2|Non|Non

TO RENT 1 BEDROOM FULLY FURNISHED Station Honore Beaugrand|$900.00|2262 Avenue Bilaudeau, Montreal H1L 4A6 QC|1|3 1/2|Oui|Non

A LOUER 5 1/2 - Métro Honoré-Beaugrand|$1175.00|2264 Avenue Bilaudeau, Montreal H1L 4A6 QC|1|5 1/2|Non|Oui

CONDO NEUF ET MODERNE, 2e ETAGE, ELECTROMÉNAGERS, VILLERAY|$1450.00|7579 Rue St-Hubert, Montréal, QC H2R 2N7, Canada|1|3 1/2|Non|Oui

RENOVATED,2bed,4 1/2, CDN,Cote des Neige,University,Université|$1299.00|3550 Ridgewood, Montreal, QC, H3V 1C2|1|4 1/2|Non|Unknown

Superbe logement avec finition style condo et 1 chambre fermée|$1035.00|3675 De chambly #108, Montreal, QC, J4L 1N9|1|2 1/2|Non|Unknown

Newly-Renovated from A to Z! Great Studios in Great Location!|$675.00|5309 Place Lucy, Cote-des-Neiges (Snowdon), QC, H3H 2C5|1|1 1/2|Non|Oui

Joli condo spatieux, central, tranquille, avec piscine et gym|$1450.00|1000 Boulevard René-Lévesque E, Montréal, QC H2L 5E2, Canada|1|3 1/2|Non|Unknown

3 BR-$1500- Cavendish plaza & Côte-Saint-Luc|$1500.00|6000 Boulevard Cavendish, Montreal, QC, H4W 2Y2|2|5 1/2|Non|Unknown

Entretenu par des professionnels, propre et luxueux|$1230.00|1025 Rue Sherbrooke East, Montreal, QC, H2L 1L4|1|4 1/2|Non|Unknown

A LOUER - MONTREAL - CONSTRUCTION NEUVE 4 1/2 -A/C,GARAGE|$1205.00|3405 Henri-Bourassa, Montréal, QC, H1H 5M2|1|4 1/2|Non|Unknown

A LOUER - MONTREAL - CONSTRUCTION NEUVE 3 1/2, A/C,QUARTZ|$930.00|3405 Henri-Bourassa, Montréal, QC, H1H 5M2|1|2 1/2|Non|Unknown

Huge Luxury Loft Style Apartment|$1375.00|1009 Rue De Bleury, Montreal, QC, H2Z 0A3|1|1 1/2|Non|Oui

3 1/2 rénové, Jean-Talon & Saint-léonard|$700.00|6965 rue de Choisy, Montreal, QC, H1T 2J6|1|3 1/2|Non|Unknown

4 1/2, piscine, parc pour enfants, Cartierville|$760.00|5500 Rue de Salaberry, Montreal, QC, H4J 1J6|1|4 1/2|Non|Unknown

Beautiful 2 BDR Condo in Pierrefonds FOR SALE|$196900.00|16729 Pierrefonds, Pierrefonds, QC, H9H 5L8|1|4 1/2|Oui|Unknown

Luxurious plateau apartment fully furnished 3 1/2|$1750.00|4099 Rue Rivard, Montréal, QC H2L 4J1, Canada|1|2 1/2|Oui|Unknown

À 250 mètres du métro Laurier|$1550.00|475 Rue de Lauzon, Montréal, QC H2J 1C7, Canada|1|4 1/2|Oui|Oui

Condo Neuf Locatif -Griffintown-2 cc- New condo for rent-2bdrms|$2300.00|1705 rue William, Montreal, QC, H3J 1R3|1|4 1/2|Non|Unknown

***Beautiful 4.5 in Plateau – ALL INCLUDED*** NOW!!!!|$865.00|4125 Rue Parthenais, Montréal, QC H2K 3T8, Canada|1|4 1/2|Non|Non

Spacious and quiet 3 ½ condo close to metro for short-term rent|$1000.00|5720 Rue Laurendeau, Montréal, QC H4E 3W7, Canada|1|3 1/2|Oui|Non

Beautiful 2 BDR Condo in Pierrefonds FOR SALE|$196900.00|16729 Pierrefonds, Pierrefonds, QC, H9H 5L8|1|4 1/2|Oui|Unknown

Heart of NDG / Au coeur de NDG 2372 Wilson|$Surdemande|2372 Wilson, Montreal, QC, H4A 2T3|1|2 1/2|Non|Unknown

Recherché :Cherche 5 1/2 à louer juillet 2019|$Surdemande|, Montréal  H3M2x7 QC, Canada|1|5 1/2|Non|Unknown

5550 Côte St-Luc- 3 1/2, 4 1/2, 5 1/2- Disponible immediatement|$Surdemande|5550 Cote-St-Luc, Montreal, QC, H3X 2C9|1|2 1/2|Non|Unknown

NDG - 2349 Melrose street|$Surdemande|2349 Melrose, Montreal, QC, H4H 1T7|1|1 1/2|Non|Unknown

LARGE 3 1/2 .AHUNSTIC|$750.00|10250 Rue Paul - Comtois, Montréal, QC H4N 2Y5, Canada|1|2 1/2|Non|Non

Métro Joliette - 4 1/2 rénové|$950.00|2288 A Rue de Chambly, Montréal, QC H1W 3J5, Canada|1|4 1/2|Non|Unknown

Sweet apartment for a short rental|$1100.00|H3H2L7, Canada|1|2 1/2|Oui|Non

COEUR DE VILLERY : APARTEMENT 3CAC 1ER ETAGE AVEC GARAGE|$2400.00|8032 Rue Saint-André, Montréal, QC H2R 2R4, Canada|1|5 1/2|Non|Non

ANJOU: CONDO 3 1/2 AU RDC AVEC STATIONNEMENT|$1100.00|7280 Galeries d'Anjou, H1M3Y1, ANJOU, QC|1|2 1/2|Oui|Non

Superbe condo 3 1/2 de 600 p.c meublée et équipée|$1700.00|5336-5338 Chambord, Montreal, QC, H2J 3N5|1|2 1/2|Oui|Non

Modern semi-basement 3 1/2 - Cote-des-neiges - HEC / UdeM|$847.00|3185 Van Horne, Montreal, QC, H3S 1R3|1|3 1/2|Non|Unknown

Loué tout meublé, 2 chambres à coucher|$2300.00|1450 Parthenais, montreal, QC, H3K 3R9|1|4 1/2|Oui|Non

CŒUR DU VIEUX-MONTRÉAL & PRÈS DU MÉTRO! 4 ½ meublé!(St Louis)|$2800.00|446 St-Louis, Montreal, QC, H2Y 1A9|1|4 1/2|Oui|Non

Vieux Montréal - Superbe appart complètement rénové + tout meubl|$1800.00|448 Rue Saint Louis, Montreal, QC, H2Y 1A9|1|2 1/2|Oui|Non

EMPLACEMENT DE CHOIX ! Condo 2 ch. (St-Louis)|$2500.00|442 St-Louis, Montreal, QC, H2Y 1A9|1|4 1/2|Oui|Non

New Studios - in McGill ghetto near Saint-Laurent - Wifi|$945.00|25 des Pins West, Montreal, QC, H2W 1P8|1|1 1/2|Non|Unknown

3 1/2 Bath Apartment in Montreal Financial District|$1550.00|688 Rue Notre-Dame Ouest, Montreal, QC, H3W 1J4|1|2 1/2|Non|Non

4 1/2 à louer près des Galerie d\'Anjou|$1050.00|7050 Bombardier, Anjou, QC, H1J2G1|1|4 1/2|Non|Non

Bachelor available at 1350 Du Fort street, Montreal|$800.00|1350 Du Fort street, Montreal, QC, H3H 2R7|1|1 1/2|Non|Unknown

EXCELLENT 4 1/2 Ile des Soeurs|$1048.00|200 Rue Elgar, Verdun, QC H3E 1C8, Canada|1|4 1/2|Non|Oui

Fully Furnished Loft In The Heart Of Plateau: 3 Month Rental|$1695.00|4517 Avenue de l'Hôtel-de-Ville, Montréal, QC H2T 2A8, Canada|1|2 1/2|Oui|Oui

Le Faubourg St-Laurent|$990.00|8425 Boul St-Laurent, Montréal, QC H2P 2M7, Canada|1|3 1/2|Non|Non

***Beautiful 3.5 in Montreal Nord - ALL INCLUDED***|$795.00|6475 Boul Henri-Bourassa E, Montréal-Nord, QC H1G 2V5, Canada|1|2 1/2|Non|Non

6 1/2 Avenue Davaar, Outremont: Chauffé/Heated|$1600.00|, H2V 3B7, Outremont, QC, Canada|1|5 1/2|Non|Non

1 1/2 à louer au 1350 rue Du Fort, Montréal|$800.00|1350 rue Du Fort, Montréal, QC, H3H 2R7|1|1 1/2|Non|Unknown

Appartement 4 1/2 à louer|$670.00|11975 Rue Ontario E, Pointe-aux-Trembles, QC H1B 1L2, Canada|1|4 1/2|Non|Unknown

3 1/2 Plateau Parc La Fontaine !tout inclus !mois gratuite|$1100.00|3425 Rue Papineau, Montréal, QC H2K, Canada|1|3 1/2|Non|Non

Superbe condominium à louer !|$1250.00|14419 Rue Jolicoeur #201, Pierrefonds, QC H9H 5M5, Canada|1|4 1/2|Non|Non

New, luminous downtown furnished Condo w/ park view - Jan 2019|$1880.00|1265 Rue Lambert Closse, Montréal, QC H3H 1Z4, Canada|1|2 1/2|Oui|Non

Nouveau Condo luxueux aux centre ville belle vue - Janvier 2019|$1880.00|1265 Rue Lambert Closse, Montréal, QC H3H 1Z4, Canada|1|3 1/2|Oui|Non

STYLE CONDO, 3e ÉTAGE, STATIONNEMENT INCLUS, MONTRÉAL-NORD|$900.00|3865 Boul Henri-Bourassa E, Montréal-Nord, QC H1H 1K6, Canada|1|4 1/2|Non|Non

Bon secteur - Grand 4 1/2 - avec terrasse|$845.00|, Montreal  H9H4T1 QC, Canada|1|4 1/2|Non|Oui

APARTMENT/Appartement NDG Incl. Heat+Hot Water+Fridge/Stove|$875.00|6545 Rue Sherbrooke O, Montréal, QC H4B 1N2, Canada|1|4 1/2|Non|Unknown

4 1/2 - Rosemont - tout inclus|$1400.00|, Montréal H2G 1X6 QC, Canada|1|4 1/2|Oui|Non

Furnished sublet Plateau/McGill *january semester|$1500.00|3600 Av du Parc, Montréal, QC H2X 2J1, Canada|1|4 1/2|Oui|Unknown

Recherché :Urgent cherche Logement|$Surdemande|5644 Rue Beaulieu, Montréal, QC H4E 3E3, Canada|1|5 1/2|Non|Oui

4 et demi à louer ! 600$ Montréal-Est|$600.00|2182 Rue Pierre-Tétreault, Montréal, QC H1L 4Y7, Canada|1|4 1/2|Non|Oui

Condo 1450 Parthenais for rent|$1200.00|1450 Parthenais, H2K3R9, Montreal, QC|1|3 1/2|Oui|Non

FULLY FURNISHED, ALL INCLUDED 51/2 - NDG (LOYOLA)|$1650.00|, Montreal H4V 2A2 QC, Canada|1|5 1/2|Oui|Non

Métro D'Iberville, 4 1/2, haut de triplex, stationnement.|$900.00|1450 Rue Guy, Montréal, QC H3H 1J5, Canada|1|4 1/2|Non|Non

4 1/2 (demi sous-sol lumineux) près hôpital Maisonneuve-Rosemont|$740.00|, st-leonard H1S 1B4 QC, Canada|1|4 1/2|Non|Unknown

Nice Renovated 4 1-2, 2BR, Lachine, 1st Provost, Dog OK|$950.00|135 Rue Provost, Lachine, QC H8S 1L4, Canada|1|4 1/2|Non|Oui

Condo 4 1/2, 700sqft, walking distance to Angrignon metro.|$925.00|1560 Rue Lapierre, LaSalle, QC H8N 2R2, Canada|1|4 1/2|Non|Unknown

4.5 à louer Complexe Deguire - 50 Quintin, suite 111 - Ville Sai|$899.00|50 Quintin, suite 111, Ville Saint-Laurent, QC, H4N 3A5|1|4 1/2|Non|Non

Downtown,Centre Ville1,bedroom,chambre,Westmount,adj,NOVEMBER|$1295.00|3555 Atwater, Montreal, QC, H3H 1Y3|1|3 1/2|Non|Non

Westmount,adj,Downtown,3,bedrooms,2 bathrooms,JANUARY 2019|$2695.00|4840 Chemin de la Cote Saint Luc, Montreal, QC, H3W 2H1|2|5 1/2|Non|Unknown

GRAND 2 1/2, CHAUFFÉ, RÉNOVÉ, MÉTRO JOLIETTE (514) 527-9473|$600.00|3405 Rue Hochelaga, Montréal, QC H1W 1H4, Canada|1|2 1/2|Oui|Non

Condo loué tout meublé sur le Plateay|$2450.00|3413 Av. De Lorimier, Montreal, QC, H2K 3X5|2|4 1/2|Oui|Unknown

3 ½ Rénové Style Condo, Semi-Meublé et tout inclus.|$745.00|11666 Boulevard Saint Germain, Montréal, QC, H4J1Z7|1|3 1/2|Unknown|Non

Superbe rez-de-chaussée rénové dans Griffintown|$1400.00|Rue Murray, Montréal, QC H3C 2E1, Canada|1|3 1/2|Non|Oui

2 1/2 A 2 PAS DU METRO FRONTENAC ECLAIREÉ CHAUF LIBRE LA|$620.00|2408 Rue Frontenac, Montréal, QC H2K 2Z9, Canada|1|2 1/2|Non|Non

Urget! $755 3.5 Winter Sublet|$755.00|2495 Rue Rachel E, Montréal, QC H2H 1R9, Canada|1|2 1/2|Oui|Non

Appartement à louer style condo 3 1/2|$1045.00|9430 Boulevard Lacordaire #908, Saint-Léonard, QC H1R 3N3, Canada|1|2 1/2|Oui|Non

LUMINEUX 4.5 TRANSFERT DE BAIL POUR MI-NOVEMBRE OU 1 DECEMBRE|$900.00|7685 Rue Rousselot, Montréal, QC H2E 1Z2, Canada|1|4 1/2|Non|Non

41/2 pres de metro St-michel|$690.00|7306 Avenue Léonard-De Vinci, Montréal, QC H2A 2N9, Canada|1|4 1/2|Non|Unknown

Sorel, Logement 4 1/2 à louer|$590.00|104 Rue Étienne, Saint-Joseph-de-Sorel, QC J3R 1K1, Canada|1|4 1/2|Non|Non

Beau 61/2,3 chambres fermées.Metro Pie IX|$1150.00|Boulevard Pie-IX, Montréal, QC H1V 2E5, Canada|1|5 1/2|Non|Non

3 1/2 grand et rénové à Villeray - métro Fabre|$900.00|7910 Rue Papineau, Montréal, QC H2E 2H6, Canada|1|2 1/2|Non|Oui

Beau grand 31/2 Griffintown!! EXALTO|$1750.00|195 Rue Peel, Montréal, QC H3C 2G6, Canada|1|3 1/2|Non|Unknown

4 1/2, Tétreaultville, 3ieme étage, Rénové, 695$,|$695.00|H1L3G7, Canada|1|4 1/2|Non|Unknown

3 1/2 Villa-Maria/Snowdon 793$|$793.00|5055 Chemin de la Côte-Saint-Luc, Montréal, QC H3W 2H5, Canada|1|3 1/2|Non|Oui

EnFr ELITE BIG CONDO/ROOM long/short/COURT term NOW 8au15E PROMO|$1649.00|, Montreal h4a0a2 QC|2|4 1/2|Oui|Oui

Condo neuf à louer 3 1/2|$1045.00|9430 Boulevard Lacordaire #908, Saint-Léonard, QC H1R 3N3, Canada|1|2 1/2|Oui|Non

Suite junior meublé et equipé - January|$1110.00|3463 Sainte Famille, Montréal, QC, H2X 2K7|1|1 1/2|Oui|Unknown

4 1/2 amazing views - October 2018|$2475.00|1400 Avenue des Pins Ouest, Montréal, QC, H3G 1B1|2|4 1/2|Non|Unknown

4 1/2 Rénové / Renovated - January/February 2019|$2325.00|1400 Avenue des Pins Ouest, Montréal, QC, H3G 1B1|2|4 1/2|Non|Unknown

Grand 41/2 entre centre ville et le Mont Royal - Oct/Nov|$2225.00|1400 Avenue des Pins Ouest, Montréal, QC, H3G 1B1|2|4 1/2|Non|Unknown

Appartements meublés - location d'un mois et + au centre ville|$3000.00|1400 Avenue des Pins Ouest, Montréal, QC, H3G 1B1|2|4 1/2|Oui|Unknown

Ahunstic, 8940B Chateaubriand. Grand 2 et demie ds demi sous sol|$625.00|8940 Avenue De Chateaubriand, Montréal, QC H2M 1X7, Canada|1|2 1/2|Non|Unknown

2710 Barclay, 3 1/2, LOUER, RENT, Octobre|$899.00|2710 Barclay, Montreal, QC, H3S 1J6|1|3 1/2|Non|Unknown

Logements 6 et demi rénové, garage + 2 stationnements extérieurs|$1850.00|3976 Boulevard Rosemont, Montréal, QC H1X 1M1, Canada|1|6 1/2|Oui|Oui

Furnished Apartment for short term rental Downtown Montreal|$1595.00|1400 Maisonneuve, Montréal, QC, H2L2A7|1|2 1/2|Oui|Non

May 2019! Furnished near McGill - All Inclusive + WIFI!|$715.00|1430 rue City Councillors, Montreal, QC, H3B 1B4|2|2 1/2|Oui|Non

2,bedrooms,chambres,Downtown,Centre Ville,McGill,DECEMBER|$1695.00|1530 DR PENFIELD, Montreal, QC, H3G 1C1|2|4 1/2|Non|Non

2 bedrooms, 2 bathrooms new condo in Bois-Franc, St-Laurent|$1550.00|2350 Rue Wilfrid-Reid, Saint-Laurent, QC H4R 0N4, Canada|2|4 1/2|Non|Non

3 1/2 demi sous-sol|$550.00|Avenue Vernantes, Anjou, QC H1J 1W3, Canada|1|3 1/2|Non|Unknown

Ap 1 1/2 Immeuble Entièrement Renové|$550.00|, Côte-des-Neiges H8N 1X1 QC, Canada|1|2 1/2|Non|Non

ÉCHANGE 4 1/2 CONTRE 31/2 dans Rosemont Petite Patrie|$700.00|Montréal, QC H1X2M4, Canada|1|4 1/2|Non|Oui

4 1/2 – nouvelle construction – secteur paisible à Rosemont|$925.00|6870 Boulevard de l'Assomption, Montréal, QC H1T 2N3, Canada|1|4 1/2|Non|Non

Ap 1 1/2 Studios Entirely Renovated|$550.00|, Côte-des-Neiges H8N 1X1 QC, Canada|1|2 1/2|Non|Non

3 ½ (one bedroom) condo close to Berri-UQAM and Saint-Laurent|$1350.00|1248 Avenue de l'Hôtel-de-Ville, Montréal, QC H2X 3A9, Canada|1|2 1/2|Non|Non

Beau grand condo de 4.5 avec un balcon/.brand-new large 41/2|$Surdemande|5720 Chemin Upper Lachine, Montréal, QC H4A 2B2, Canada|1|4 1/2|Non|Non

Condo 4-1/2 a louer -URGENT-|$1240.00|Chemin de Chambly, Saint-Hubert, QC J3Y 0C4, Canada|1|4 1/2|Non|Oui

1,5 Renove meuble a neuf Centre Ville est .WIFI Free,Sherbrooke|$975.00|2160 Rue Harmony, Montréal, QC H2K 3P9, Canada|1|1 1/2|Oui|Non

!Rénové rue Woodland, Verdun / Renovated rue woodland, Verdun!|$1600.00|412 Rue Woodland, Verdun, QC H4H 1V6, Canada|1|5 1/2|Non|Non

BEAU QUARTIER ROSEMONT - LIBRE 3½ À LOUER - CHAUFF/EAU CH INCL|$700.00|, MONTRÉAL H1T3J6 QC, Canada|1|3 1/2|Non|Unknown

Condo for rent, 5 appliances INCLUDED, near metro Sauve|$1050.00|Rue Lajeunesse, Montréal, QC H3L 2C9, Canada|1|3 1/2|Non|Non

Heart of Downtown 2 Bedrooms Apartment Sublet Nov-May or Jan-May|$1970.00|Avenue Summerhill, Montréal, QC H3H 1C2, Canada|1|4 1/2|Oui|Non

*+* fully furnished for student, working or family only*+*|$1250.00|2650 Rue Goyer, Montréal, QC H3S 1H3, Canada|1|3 1/2|Oui|Non

Nouveau 31/2 Griffintown!! EXALTO|$1500.00|195 Rue Peel, Montréal, QC H3C 2G6, Canada|1|3 1/2|Non|Non

Chien accepter dispo le 15 nov / dog allowed as of november 15|$600.00|, H1Z3M9|1|2 1/2|Oui|Oui

Appartement 2 1`2 grand, eau ch, parking, terrasse acces parc*|$651.00|, Iles-des-soeurs-verdun, montreal H3E1B5 QC, Canada|1|2 1/2|Non|Oui

Luxury new downtown Condo, fully furnished large smart TV|$Surdemande|1211 Rue Drummond, Montréal, QC H3G 1V7, Canada|1|2 1/2|Oui|Non

3.5 à louer Complexe Deguire - 50 Quintin, suite 111 - Ville Sai|$799.00|50 Quintin, suite 111, Ville Saint-Laurent, QC, H4N 3A5|1|2 1/2|Non|Non

Huge Luxury Loft Style Apartment|$1375.00|1009 Rue De Bleury, Montreal, QC, H2Z 0A3|1|1 1/2|Non|Oui

CONDO NEUF À LOUER PLATEAU MONT ROYAL / NEW CONDOS FOR RENT|$1650.00|4268 Rue de Brébeuf, Montréal, QC H2J 3K7, Canada|2|4 1/2|Non|Unknown

3 ½ Luxe au Centre-ville Stationnement et plus!|$1449.00|2121 Saint Mathieu, Montreal, QC, H3H 2J3|1|2 1/2|Non|Oui

4 1/2 Montreal, Petite Italie, Petite Patrie, près du Metro|$1360.00|6560 Rue Saint-Dominique, Montréal, QC H2S 3A7, Canada|1|4 1/2|Non|Oui

**Beautiful 2.5 in Montreal Nord -ALL INCLUDED** NOW!!**|$695.00|5555 Boul Henri-Bourassa E, Montréal-Nord, QC H1G 6H4, Canada|1|2 1/2|Non|Non

Recherché :Recherche pour Juillet 2019-Lachine|$700.00|, Lachine  H8S3H4 QC, Canada|1|3 1/2|Non|Oui

grand 2 chambres,rénové, au coeur du plateau.disponible le|$1800.00|Montréal, QC H2H2B4, Canada|1|4 1/2|Non|Non

À louer demi-sous-sol 4 1/2 dans le cartier Ahuntsic|$650.00|10470 Rue Garnier, Montréal, QC H2C 3C5, Canada|1|4 1/2|Oui|Non

Ville St Laurent 3 1/2 Haut duplex Renové semi-meublé|$975.00|2897 Boulevard Toupin, Saint-Laurent, QC H4R 1G7, Canada|1|3 1/2|Oui|Non

À louer Transfer de Bail|$580.00|, Montréal h2h1j9 QC, Canada|1|1 1/2|Oui|Non

Apartment for rent Cote Saint Luc|$1700.00|Boul Cavendish, Côte Saint-Luc, QC H4W 1S9, Canada|2|5 1/2|Oui|Non

Dec 1 - RDC Plateau - 3 chambres -mardi cour partagée|$1380.00|H2H1Z4, Canada|1|5 1/2|Non|Unknown

Superbe 4 1/2 à sous-louer à St-Léonard d'aston|$670.00|39 Rue Bérubé, Saint-Léonard-d'Aston, QC J0C 1M0, Canada|1|4 1/2|Non|Oui

Très grand 51/2 avec sous sole garage et cour|$1175.00|4716 Boulevard Léger, Montréal-Nord, QC H1H, Canada|1|5 1/2|Non|Unknown

Grand loft au dernier étage / Roomy Top-Floor Loft|$1750.00|4530 Rue Clark, Montréal, QC H2T 2T4, Canada|1|2 1/2|Non|Non

Logement 5 1/2 + Sous-sol a Louer pour Décembre 2018|$1200.00|10409 Av Audoin, H1H 5E3, Montréal-Nord, QC|1|5 1/2|Non|Unknown

CHAUFFAGE ET EAU CHAUDE INCLUS, BALCON, ANJOU|$800.00|6601 Boulevard Joseph-Renaud, Anjou, QC H1K 3V3, Canada|1|3 1/2|Non|Non

105 rue Milton - Bachelor Apartment for Rent|$800.00|105 Milton Street, Montreal, QC, H2X 1V4|1|1 1/2|Non|Unknown

105 rue Milton - 3.5 Apartment for Rent|$950.00|105 Milton Street, Montreal, QC, H2X 1V4|1|2 1/2|Non|Unknown

939-959 Boulevard de la Cote Vertu - 4.5 Apartment for Rent|$1000.00|939 Boulevard de la Cote Vertu, Montreal, QC, H4L 1Y7|1|4 1/2|Non|Unknown

939-959 Boulevard de la Cote Vertu - 3.5 Apartment for Rent|$850.00|939 Boulevard de la Cote Vertu, Montreal, QC, H4L 1Y7|1|2 1/2|Non|Unknown

Beau grand 4 1/2 à louer dans HOMA métro Viau|$800.00|546 a Bennett, H1V 2S3, Montréal, QC|1|4 1/2|Non|Non

3 1/2, Quartier des Spectacles, à 2 min du métro Place des Arts|$1100.00|Jeanne-Mance Sherbrooke, H2X2J5, Montreal, QC|1|3 1/2|Non|Unknown

Recherché :Studio, 2 1/2 ou 3 1/2|$900.00|, H3C 3P8, Centre-Ville Montréal, QC|1|3 1/2|Non|Unknown

Sous location hiver, proche Métro Jarry|$900.00|Rue Boyer, Montréal, QC H2R 2S3, Canada|1|3 1/2|Oui|Unknown

